S/N,AMOUNT,ITEM,??,UNIX TIMESTAMP,STATUS,PAYMENT REF,SESSION,,PRINT STATUS,LEVEL,??
275,25000,CERT,1,1614328060,successful,UFT24DNEQ,2020/2021,nil,PRINTED,ND,YES
276,25000,CERT,1,1614331962,successful,U1QBJHM59,2020/2021,nil,PRINTED,ND,YES
277,10000,TRANS,1,1614337491,successful,TAJFWS9H4,2020/2021,nil,PRINTED,HND,YES
278,10000,TRANS,1,1614337619,successful,JTH2CQE0G,2020/2021,nil,PRINTED,HND,YES
279,25000,CERT,1,1690452261,successful,SE0F97N01,2020/2021,nil,PRINTED,ND,YES
280,10000,TRANS,1,1614339154,successful,9KT56URM4,2020/2021,nil,PRINTED,ND,YES
281,25000,CERT,1,1614343315,successful,TUNAM20GB,2020/2021,nil,PRINTED,ND,NIL
282,25000,CERT,1,1614344517,successful,7EQHPM192,2020/2021,nil,PRINTED,ND,NIL
283,25000,CERT,1,1623066473,successful,1EW5QN6BM,2020/2021,nil,PRINTED,ND,NIL
284,25000,CERT,1,1614347464,failed,M7B0WR1HE,2020/2021,nil,UNPRINTED,ND,NIL
285,25000,CERT,1,1614347648,failed,M7B0WR1HE,2020/2021,nil,UNPRINTED,HND,NIL
286,25000,CERT,1,1614349369,successful,8EG0J1ANF,2020/2021,nil,PRINTED,ND,YES
287,25000,CERT,1,1614357774,successful,MH8P9N50W,2020/2021,nil,PRINTED,ND,YES
288,25000,CERT,1,1614434616,successful,4026V1HSB,2020/2021,nil,PRINTED,ND,NIL
289,25000,CERT,1,1614444021,successful,UEC250F7T,2020/2021,nil,PRINTED,ND,YES
290,25000,CERT,1,1614518040,failed,5MJDE4C7W,2020/2021,nil,UNPRINTED,HND,NIL
291,25000,CERT,1,1614539374,successful,0SP9T16R4,2020/2021,nil,PRINTED,ND,NIL
292,25000,CERT,1,1614590234,successful,D9WPN1VQM,2020/2021,nil,PRINTED,ND,NIL
293,25000,CERT,1,1614588901,successful,P9V5Q0G10,2020/2021,nil,PRINTED,ND,NIL
295,25000,CERT,1,1614592073,successful,1D7P4S0FQ,2020/2021,nil,PRINTED,ND,NIL
294,25000,CERT,1,1614590484,successful,FPQE5TC0V,2020/2021,nil,PRINTED,ND,YES
296,25000,CERT,1,1614592380,successful,A0UVQKGW8,2020/2021,nil,UNPRINTED,HND,YES
297,25000,CERT,1,1614593747,successful,4AV8NM1GK,2020/2021,nil,PRINTED,HND,YES
298,25000,CERT,1,1614595067,successful,FT0C5W1NS,2020/2021,nil,PRINTED,ND,YES
299,25000,CERT,1,1614597283,successful,MPREQTDHV,2020/2021,nil,PRINTED,ND,YES
300,25000,CERT,1,1614597138,successful,G62V09UBD,2020/2021,nil,PRINTED,ND,NIL
301,25000,CERT,1,1614599086,successful,7KDG49TU6,2020/2021,nil,PRINTED,ND,YES
302,25000,CERT,1,1614600141,successful,EFGDAPKT9,2020/2021,nil,PRINTED,ND,NIL
303,25000,CERT,1,1614601284,successful,M7CF4TAG5,2020/2021,nil,PRINTED,ND,NIL
304,25000,CERT,1,1614602288,failed,R4F9QBJHN,2020/2021,nil,UNPRINTED,HND,NIL
305,25000,CERT,1,1614603149,successful,HEP7654AD,2020/2021,nil,UNPRINTED,ND,YES
306,25000,CERT,1,1621434051,successful,HN8U2M69R,2020/2021,nil,PRINTED,ND,NIL
307,10000,TRANS,1,1614603693,failed,NJTVK265W,2020/2021,nil,UNPRINTED,HND,NIL
308,25000,CERT,1,1614603639,successful,HN8U2M69R,2020/2021,nil,UNPRINTED,HND,YES
309,10000,TRANS,1,1631968962,failed,8C6GQ0AK0,2020/2021,nil,UNPRINTED,ND,NIL
310,25000,CERT,1,1614604075,successful,D6FMNC95H,2020/2021,nil,PRINTED,ND,YES
311,25000,CERT,1,1616608358,successful,ASCK4BENF,2020/2021,nil,PRINTED,ND,YES
312,25000,CERT,1,1614618292,successful,PST17CVF2,2020/2021,nil,PRINTED,ND,NIL
313,25000,CERT,1,1614672161,successful,8TFHRVQ5P,2020/2021,nil,PRINTED,ND,YES
314,25000,CERT,1,1614674725,failed,72UB450JA,2020/2021,nil,UNPRINTED,ND,NIL
315,25000,CERT,1,1614683838,successful,P5VF0TMB7,2020/2021,nil,PRINTED,ND,YES
316,25000,CERT,1,1614676239,successful,1485K0S6E,2020/2021,nil,PRINTED,ND,YES
317,25000,CERT,1,1614677359,successful,UFW0TJHRK,2020/2021,nil,PRINTED,ND,YES
318,25000,CERT,1,1614848730,successful,DV1BF8S9R,2020/2021,nil,PRINTED,HND,YES
319,25000,CERT,1,1614679002,successful,TM17F5QJ9,2020/2021,nil,PRINTED,ND,NIL
320,25000,CERT,1,1614678315,successful,BMPH2QWG5,2020/2021,nil,PRINTED,ND,YES
321,25000,CERT,1,1614709150,successful,ETDH04FG9,2020/2021,nil,PRINTED,ND,NIL
322,25000,CERT,1,1614684655,failed,8R0NFUVCJ,2020/2021,nil,UNPRINTED,ND,NIL
323,25000,CERT,1,1614686520,failed,R70GFEQ48,2020/2021,nil,UNPRINTED,ND,NIL
325,25000,CERT,1,1614687894,successful,8DPNEGTHB,2020/2021,nil,PRINTED,ND,NIL
326,25000,CERT,1,1614689932,successful,S6JRV9BKT,2020/2021,nil,PRINTED,ND,YES
327,25000,CERT,1,1614690557,successful,EN07VSA65,2020/2021,nil,PRINTED,HND,NIL
329,25000,CERT,1,1614704610,successful,KJH25DCSE,2020/2021,nil,PRINTED,ND,NIL
328,25000,CERT,1,1614692080,failed,ASQTCJ95B,2020/2021,nil,UNPRINTED,HND,NIL
330,25000,CERT,1,1614754319,successful,CEP916JG0,2020/2021,nil,PRINTED,ND,NIL
331,25000,CERT,1,1614772444,failed,1P2VEA0Q9,2020/2021,nil,UNPRINTED,ND,NIL
332,25000,CERT,1,1614761653,successful,TARPS84VD,2020/2021,nil,PRINTED,ND,NIL
333,25000,CERT,1,1614767850,successful,NWVPUQJHS,2020/2021,nil,PRINTED,ND,YES
334,25000,CERT,1,1614769321,successful,P0GVUMKN5,2020/2021,nil,PRINTED,ND,YES
335,25000,CERT,1,1614773511,successful,8CTG1S7UD,2020/2021,nil,PRINTED,HND,YES
336,25000,CERT,1,1614773724,successful,GC8PJ40FN,2020/2021,nil,UNPRINTED,HND,YES
337,25000,CERT,1,1614850663,successful,J68GKRNFT,2020/2021,nil,PRINTED,ND,YES
338,25000,CERT,1,1615293292,successful,9D6BSUCFM,2020/2021,nil,PRINTED,HND,YES
339,10000,TRANS,1,1614776443,successful,75NFT9CQ4,2020/2021,nil,UNPRINTED,ND,NIL
340,25000,CERT,1,1614778358,successful,05B106UHG,2020/2021,nil,PRINTED,HND,NIL
341,25000,CERT,1,1614780746,successful,K7GVEAB9H,2020/2021,nil,PRINTED,HND,NIL
342,25000,CERT,1,1632649747,successful,P2FQS5CNV,2020/2021,nil,PRINTED,ND,NIL
343,25000,CERT,1,1619796950,successful,P2FQS5CNV,2020/2021,nil,UNPRINTED,HND,YES
344,25000,CERT,1,1614796835,successful,V1NGR94K8,2020/2021,nil,PRINTED,ND,YES
345,25000,CERT,1,1614798762,failed,UDWVCSNBQ,2020/2021,nil,UNPRINTED,HND,NIL
346,25000,CERT,1,1614799515,successful,2N16QU7HS,2020/2021,nil,PRINTED,ND,NIL
347,25000,CERT,1,1614864545,successful,80E67TAJP,2020/2021,nil,PRINTED,ND,NIL
348,25000,CERT,1,1614842480,successful,JUTMR04EG,2020/2021,nil,PRINTED,ND,NIL
349,25000,CERT,1,1614847719,successful,J921HRUPD,2020/2021,nil,PRINTED,ND,NIL
350,25000,CERT,1,1614848065,successful,1BGEU85QH,2020/2021,nil,PRINTED,ND,NIL
351,25000,CERT,1,1614848715,successful,W60KHV0P5,2020/2021,nil,PRINTED,ND,YES
352,25000,CERT,1,1614850214,successful,KRNEG0FH6,2020/2021,nil,UNPRINTED,ND,NIL
353,25000,CERT,1,1614850581,successful,S7H6T5UW4,2020/2021,nil,PRINTED,ND,NIL
369,10000,TRANS,1,1614950097,successful,RB7SKU6G8,2020/2021,nil,UNPRINTED,ND,NIL
354,25000,CERT,1,1614852590,successful,6HPG5ATCF,2020/2021,nil,UNPRINTED,HND,NIL
355,25000,CERT,1,1614855854,successful,JT89C1FSH,2020/2021,nil,PRINTED,ND,YES
356,25000,CERT,1,1614867397,failed,PMB962UAH,2020/2021,nil,UNPRINTED,ND,NIL
357,25000,CERT,1,1614857989,successful,502KUWNRT,2020/2021,nil,PRINTED,ND,NIL
358,25000,CERT,1,1614858292,successful,5PB0QTAG6,2020/2021,nil,PRINTED,ND,YES
359,25000,CERT,1,1614858635,successful,0UE50A1P6,2020/2021,nil,PRINTED,ND,NIL
360,25000,CERT,1,1614877079,successful,8V2BKCS5T,2020/2021,nil,PRINTED,ND,YES
361,10000,TRANS,1,1614875534,successful,CREQV9B8A,2020/2021,nil,PRINTED,HND,YES
362,25000,CERT,1,1614887826,failed,6QEVAPH10,2020/2021,nil,UNPRINTED,HND,NIL
363,25000,CERT,1,1616152965,successful,07V68J9NC,2020/2021,nil,PRINTED,ND,NIL
364,25000,CERT,1,1614928561,failed,08BP4RAJF,2020/2021,nil,UNPRINTED,ND,NIL
365,10000,TRANS,1,1614928714,failed,20J9Q7WU8,2020/2021,nil,UNPRINTED,ND,NIL
366,10000,TRANS,1,1615202502,successful,BKCFW1AMN,2020/2021,nil,PRINTED,ND,NIL
367,25000,CERT,1,1614932521,successful,60E8BVA9U,2020/2021,nil,PRINTED,ND,YES
370,10000,TRANS,1,1614950456,successful,PGMQS5E9N,2020/2021,nil,UNPRINTED,HND,NIL
368,25000,CERT,1,1614933574,successful,7QA526MK9,2020/2021,nil,PRINTED,HND,NIL
371,25000,CERT,1,1614953316,successful,VCMASJRUH,2020/2021,nil,PRINTED,ND,NIL
372,25000,CERT,1,1614961028,successful,AQSRP69W0,2020/2021,nil,PRINTED,ND,YES
373,25000,CERT,1,1614962419,successful,0CG682EA9,2020/2021,nil,PRINTED,ND,YES
374,25000,CERT,1,1614963063,successful,FGNU40CH9,2020/2021,nil,PRINTED,ND,YES
375,25000,CERT,1,1614979820,successful,6B0H0QEFV,2020/2021,nil,PRINTED,ND,NIL
376,25000,CERT,1,1614980977,successful,T78Q164HU,2020/2021,nil,PRINTED,ND,NIL
377,25000,CERT,1,1615047953,failed,4FSHNQ7GT,2020/2021,nil,UNPRINTED,ND,NIL
378,25000,CERT,1,1615057422,failed,N7RM5AQ92,2020/2021,nil,UNPRINTED,HND,NIL
379,25000,CERT,1,1623168099,successful,7MPJNB106,2020/2021,nil,UNPRINTED,HND,YES
380,25000,CERT,1,1615058160,successful,41FTW8H6C,2020/2021,nil,PRINTED,ND,YES
381,25000,CERT,1,1625330626,successful,RV6QH8C1P,2020/2021,nil,PRINTED,ND,YES
382,25000,CERT,1,1616667276,successful,9J6DV1GTF,2020/2021,nil,PRINTED,ND,YES
383,25000,CERT,1,1615150653,successful,B8KDW012T,2020/2021,nil,PRINTED,ND,YES
384,25000,CERT,1,1689225320,successful,J05DVK87F,2020/2021,nil,PRINTED,ND,NIL
385,25000,CERT,1,1615191190,failed,DE702KSWF,2020/2021,nil,UNPRINTED,ND,NIL
386,25000,CERT,1,1615193260,successful,DN5TRQF0U,2020/2021,nil,PRINTED,ND,YES
387,25000,CERT,1,1615196776,successful,UWH42CFRT,2020/2021,nil,PRINTED,ND,YES
388,25000,CERT,1,1615197227,successful,M042DUVBP,2020/2021,nil,PRINTED,HND,NIL
389,25000,CERT,1,1615199211,successful,HK2R7BJ4Q,2020/2021,nil,PRINTED,HND,NIL
390,25000,CERT,1,1615201065,failed,T2UWP50VF,2020/2021,nil,UNPRINTED,ND,NIL
391,25000,CERT,1,1615201493,successful,4TV9JS06A,2020/2021,nil,PRINTED,ND,NIL
434,25000,CERT,1,1615468972,successful,G1CH0M92U,2020/2021,nil,PRINTED,ND,YES
392,25000,CERT,1,1615204258,successful,VGH521MDK,2020/2021,nil,PRINTED,ND,NIL
393,25000,CERT,1,1615206777,successful,FHSD0ECW9,2020/2021,nil,PRINTED,ND,NIL
394,25000,CERT,1,1615213411,successful,CAMWU57P2,2020/2021,nil,PRINTED,ND,YES
395,25000,CERT,1,1615212349,successful,6T0HSEDVQ,2020/2021,nil,PRINTED,ND,YES
396,25000,CERT,1,1615219155,successful,HK4WB1SCG,2020/2021,nil,PRINTED,ND,NIL
397,10000,TRANS,1,1617271886,successful,UEHA8VC9F,2020/2021,nil,PRINTED,ND,NIL
398,25000,CERT,1,1615243223,successful,7R5F8B4QV,2020/2021,nil,PRINTED,HND,YES
399,25000,CERT,1,1615358926,successful,5QA901H80,2020/2021,nil,PRINTED,ND,NIL
400,25000,CERT,1,1615284306,successful,6S4Q098E0,2020/2021,nil,PRINTED,HND,YES
401,25000,CERT,1,1615285041,successful,5MHB7UAPJ,2020/2021,nil,PRINTED,ND,YES
402,25000,CERT,1,1615286751,successful,GEVRWF49A,2020/2021,nil,UNPRINTED,HND,YES
403,25000,CERT,1,1615287813,successful,2045DS8QU,2020/2021,nil,PRINTED,ND,YES
404,20000,CERT,1,1615287245,successful,GEVRWF49A,2020/2021,nil,PRINTED,ND,YES
405,25000,CERT,1,1615287289,successful,DW28U1NBC,2020/2021,nil,PRINTED,ND,YES
406,25000,CERT,1,1615287548,failed,D7NG5HVEK,2020/2021,nil,UNPRINTED,ND,NIL
407,25000,CERT,1,1615288321,successful,8KHDJ41UQ,2020/2021,nil,PRINTED,ND,YES
408,25000,CERT,1,1615290258,successful,QT78DU6MN,2020/2021,nil,PRINTED,ND,NIL
409,10000,TRANS,1,1615292918,failed,1ASQ2B9JW,2020/2021,nil,UNPRINTED,HND,NIL
410,25000,CERT,1,1615295351,successful,TM0QSG1HU,2020/2021,nil,PRINTED,HND,NIL
411,25000,CERT,1,1615299507,successful,9A1JUTQKG,2020/2021,nil,UNPRINTED,ND,YES
412,25000,CERT,1,1615300032,successful,JGH0MSD5W,2020/2021,nil,PRINTED,ND,YES
413,25000,CERT,1,1615300681,successful,T0RA1CS06,2020/2021,nil,PRINTED,ND,YES
414,25000,CERT,1,1658226772,successful,GWE5H900T,2020/2021,nil,PRINTED,ND,YES
415,25000,CERT,1,1615360448,successful,T00Q7NC52,2020/2021,nil,PRINTED,HND,NIL
416,10000,TRANS,1,1615367857,successful,MEHF1Q6TG,2020/2021,nil,PRINTED,HND,NIL
417,25000,CERT,1,1615370118,successful,7Q60JCKUW,2020/2021,nil,PRINTED,ND,YES
418,25000,CERT,1,1615371100,successful,NGC1FA0T8,2020/2021,nil,PRINTED,ND,YES
419,10000,TRANS,1,1615373187,successful,HVENBR0CW,2020/2021,nil,PRINTED,ND,NIL
420,25000,CERT,1,1615375188,successful,BQJ27UWT4,2020/2021,nil,PRINTED,ND,YES
421,25000,CERT,1,1615375306,successful,S0BUER80A,2020/2021,nil,PRINTED,ND,NIL
422,25000,CERT,1,1615375935,successful,89UF07M42,2020/2021,nil,PRINTED,ND,NIL
423,25000,CERT,1,1615383897,successful,MJHRVW87T,2020/2021,nil,PRINTED,ND,NIL
424,25000,CERT,1,1615384724,successful,8CFWA05D1,2020/2021,nil,PRINTED,ND,NIL
425,25000,CERT,1,1615452996,successful,G4QC867P0,2020/2021,nil,PRINTED,HND,YES
426,25000,CERT,1,1615453385,successful,AWSFU0MQT,2020/2021,nil,PRINTED,ND,YES
427,25000,CERT,1,1615461414,successful,G0NA57B81,2020/2021,nil,PRINTED,ND,YES
428,25000,CERT,1,1615455478,successful,C2KB8UQ0N,2020/2021,nil,PRINTED,ND,NIL
429,25000,CERT,1,1615457616,successful,DAS2M1KVW,2020/2021,nil,PRINTED,ND,NIL
430,25000,CERT,1,1615458434,successful,6BVTRF090,2020/2021,nil,PRINTED,ND,YES
431,25000,CERT,1,1615458280,successful,6DCTMWA0Q,2020/2021,nil,PRINTED,ND,YES
438,25000,CERT,1,1615507674,successful,EJM80T7PC,2020/2021,nil,PRINTED,ND,NIL
432,25000,CERT,1,1615465476,successful,H97QNUJCK,2020/2021,nil,PRINTED,ND,NIL
433,25000,CERT,1,1615467856,successful,VT6NCDQGM,2020/2021,nil,PRINTED,ND,NIL
435,25000,CERT,1,1615472497,successful,DJKA9F8UT,2020/2021,nil,PRINTED,ND,NIL
436,25000,CERT,1,1615474774,successful,VK7F96ENT,2020/2021,nil,PRINTED,ND,NIL
437,25000,CERT,1,1615479702,successful,5B7AS02MK,2020/2021,nil,PRINTED,ND,NIL
439,25000,CERT,1,1616060386,successful,H9SF0R8D4,2020/2021,nil,PRINTED,ND,NIL
440,25000,CERT,1,1615539965,failed,PND4FGJMA,2020/2021,nil,UNPRINTED,ND,NIL
441,10000,TRANS,1,1615540289,successful,0PQW75FDA,2020/2021,nil,UNPRINTED,ND,YES
442,25000,CERT,1,1615540710,failed,2UNFKWGDP,2020/2021,nil,UNPRINTED,ND,NIL
443,25000,CERT,1,1615540943,successful,JFUBQ2EMC,2020/2021,nil,PRINTED,ND,NIL
444,25000,CERT,1,1615541955,failed,8R9DTUHBN,2020/2021,nil,UNPRINTED,ND,NIL
445,25000,CERT,1,1615544922,successful,1K0E7PCVS,2020/2021,nil,PRINTED,ND,NIL
446,25000,CERT,1,1615542832,successful,1Q8AC64P0,2020/2021,nil,PRINTED,ND,YES
447,25000,CERT,1,1615543991,successful,2PAG09VHS,2020/2021,nil,PRINTED,ND,YES
448,25000,CERT,1,1615548069,successful,7P1S48CT5,2020/2021,nil,PRINTED,ND,NIL
449,25000,CERT,1,1615547325,successful,4GB5CAD02,2020/2021,nil,PRINTED,ND,YES
450,25000,CERT,1,1615547918,successful,WSP5CK0AQ,2020/2021,nil,PRINTED,ND,NIL
452,10000,TRANS,1,1615549260,failed,AQ067NFE0,2020/2021,nil,UNPRINTED,HND,NIL
451,10000,TRANS,1,1615548478,failed,KQRH94M2F,2020/2021,nil,UNPRINTED,ND,NIL
453,25000,CERT,1,1615549460,successful,15QP6F8N9,2020/2021,nil,PRINTED,ND,YES
454,25000,CERT,1,1615550012,successful,QJR0UN16G,2020/2021,nil,PRINTED,ND,YES
455,25000,CERT,1,1615566615,successful,D01QU6VS2,2020/2021,nil,PRINTED,ND,NIL
457,25000,CERT,1,1615623509,successful,FE71KNRDB,2020/2021,nil,PRINTED,ND,NIL
456,25000,CERT,1,1615567049,failed,NF6240EMW,2020/2021,nil,UNPRINTED,ND,NIL
458,25000,CERT,1,1615795871,successful,HJTUGSQ45,2020/2021,nil,PRINTED,ND,NIL
459,25000,CERT,1,1615796284,successful,MP50NF0QH,2020/2021,nil,PRINTED,ND,YES
460,25000,CERT,1,1615798194,successful,0HW2ENB1D,2020/2021,nil,PRINTED,ND,NIL
461,25000,CERT,1,1615797740,successful,USFQ720C4,2020/2021,nil,PRINTED,ND,NIL
462,25000,CERT,1,1615797839,successful,V0ERM86FG,2020/2021,nil,PRINTED,ND,YES
463,25000,CERT,1,1615798192,successful,4VMUG5CPR,2020/2021,nil,PRINTED,ND,NIL
464,25000,CERT,1,1615798831,successful,2JCUQ108P,2020/2021,nil,PRINTED,ND,YES
465,25000,CERT,1,1615804809,successful,6TR94KGAM,2020/2021,nil,PRINTED,ND,NIL
466,25000,CERT,1,1615804151,successful,VPHNU081D,2020/2021,nil,PRINTED,ND,YES
467,10000,TRANS,1,1616076147,successful,FAC9U0DB8,2020/2021,nil,PRINTED,ND,NIL
468,25000,CERT,1,1615806100,successful,107JUW892,2020/2021,nil,PRINTED,ND,YES
469,25000,CERT,1,1615806129,successful,1QUW5VE6H,2020/2021,nil,PRINTED,ND,YES
470,25000,CERT,1,1615806435,failed,DPF647CJ5,2020/2021,nil,UNPRINTED,ND,NIL
471,25000,CERT,1,1615893349,successful,PRM842EHA,2020/2021,nil,PRINTED,ND,YES
472,25000,CERT,1,1615806668,successful,JR0U4G5SK,2020/2021,nil,PRINTED,ND,YES
473,25000,CERT,1,1615808333,successful,T4PEVQCM6,2020/2021,nil,PRINTED,ND,YES
474,25000,CERT,1,1615808587,successful,PAWBUJ619,2020/2021,nil,PRINTED,ND,YES
475,25000,CERT,1,1615810661,successful,QVUFHT09M,2020/2021,nil,PRINTED,ND,NIL
480,25000,CERT,1,1615821562,successful,8SBPDQGF4,2020/2021,nil,PRINTED,ND,YES
476,25000,CERT,1,1615811838,successful,DJ8UB9MSQ,2020/2021,nil,PRINTED,ND,YES
477,25000,CERT,1,1615811530,successful,85A9S70KB,2020/2021,nil,PRINTED,ND,NIL
478,25000,CERT,1,1615813302,successful,4A0F9J7HM,2020/2021,nil,PRINTED,ND,YES
479,25000,CERT,1,1615813369,successful,DCH7UGTWB,2020/2021,nil,PRINTED,ND,YES
481,25000,CERT,1,1615815246,successful,8F210RUQM,2020/2021,nil,PRINTED,ND,YES
482,25000,CERT,1,1615816358,successful,T4A5DGH2U,2020/2021,nil,PRINTED,ND,YES
483,25000,CERT,1,1615815957,successful,0B674AVFR,2020/2021,nil,PRINTED,ND,YES
484,25000,CERT,1,1615820768,successful,VJQDP2HBE,2020/2021,nil,PRINTED,ND,YES
486,25000,CERT,1,1615908702,successful,1TU8N4MHC,2020/2021,nil,PRINTED,ND,NIL
485,25000,CERT,1,1615821774,successful,N805QT9EF,2020/2021,nil,PRINTED,ND,YES
487,10000,TRANS,1,1615840962,failed,PUDWNM7C2,2020/2021,nil,UNPRINTED,ND,NIL
488,25000,CERT,1,1615959126,successful,9AK0SNBQ2,2020/2021,nil,PRINTED,ND,YES
489,25000,CERT,1,1615882309,failed,78K9Q0WFG,2020/2021,nil,UNPRINTED,ND,NIL
490,25000,CERT,1,1615883351,successful,NMHUJ0EA7,2020/2021,nil,PRINTED,ND,YES
491,10000,TRANS,1,1615883500,successful,7C1WAV0FK,2020/2021,nil,PRINTED,ND,YES
492,25000,CERT,1,1615884097,successful,MDFK2T7PG,2020/2021,nil,PRINTED,ND,NIL
493,25000,CERT,1,1615884947,successful,TF8NR1PVS,2020/2021,nil,PRINTED,ND,NIL
494,25000,CERT,1,1615885279,successful,J27H8PQ9B,2020/2021,nil,PRINTED,ND,NIL
495,25000,CERT,1,1615887423,successful,VR0WQESHT,2020/2021,nil,PRINTED,ND,NIL
496,25000,CERT,1,1615888713,successful,GQD6T81JB,2020/2021,nil,PRINTED,ND,YES
497,25000,CERT,1,1615889944,failed,PSN96B5RV,2020/2021,nil,UNPRINTED,ND,NIL
498,25000,CERT,1,1615889054,successful,EA629G4KT,2020/2021,nil,PRINTED,ND,YES
499,25000,CERT,1,1615892966,successful,U0B8R2MDA,2020/2021,nil,PRINTED,ND,NIL
500,25000,CERT,1,1615889044,successful,Q79N1KTDH,2020/2021,nil,PRINTED,ND,YES
501,25000,CERT,1,1615889272,successful,01EW4TDP5,2020/2021,nil,PRINTED,ND,YES
502,10000,TRANS,1,1615890335,failed,0GSANT1EH,2020/2021,nil,UNPRINTED,ND,NIL
503,25000,CERT,1,1615893352,successful,SAPDKVE4T,2020/2021,nil,PRINTED,ND,NIL
504,25000,CERT,1,1615891815,successful,CNTU51VGF,2020/2021,nil,PRINTED,ND,YES
505,25000,CERT,1,1615893107,successful,7N4ABT8K9,2020/2021,nil,PRINTED,ND,YES
506,25000,CERT,1,1615893379,successful,4FKW729M0,2020/2021,nil,PRINTED,ND,YES
508,25000,CERT,1,1615895051,successful,42E8R06QG,2020/2021,nil,PRINTED,ND,YES
507,25000,CERT,1,1615894293,successful,S1AKVBG4M,2020/2021,nil,PRINTED,ND,YES
510,25000,CERT,1,1615898708,successful,7G08CQMN0,2020/2021,nil,PRINTED,ND,YES
509,25000,CERT,1,1615896991,successful,J07MBCWR8,2020/2021,nil,PRINTED,ND,NIL
511,25000,CERT,1,1615976666,successful,MQ0GTKVFS,2020/2021,nil,PRINTED,ND,NIL
512,25000,CERT,1,1616407416,successful,FC0VS751J,2020/2021,nil,PRINTED,ND,NIL
513,25000,CERT,1,1615904728,successful,JB7AWN2C4,2020/2021,nil,UNPRINTED,HND,NIL
514,25000,CERT,1,1615902226,successful,G0TU8W2JC,2020/2021,nil,PRINTED,ND,YES
515,25000,CERT,1,1615906970,successful,2UWMNB8VT,2020/2021,nil,PRINTED,ND,YES
516,25000,CERT,1,1615904219,successful,6ECAM8SVD,2020/2021,nil,PRINTED,ND,YES
518,25000,CERT,1,1615972517,successful,F8JU45D96,2020/2021,nil,PRINTED,ND,NIL
517,25000,CERT,1,1615903385,successful,N0F8VWCK7,2020/2021,nil,PRINTED,ND,NIL
519,25000,CERT,1,1615906576,successful,KDFN41BJS,2020/2021,nil,PRINTED,ND,YES
520,25000,CERT,1,1615908832,failed,WGNT08FJH,2020/2021,nil,UNPRINTED,ND,NIL
521,25000,CERT,1,1615909733,successful,NSH0J8ERC,2020/2021,nil,PRINTED,ND,YES
522,25000,CERT,1,1615912294,successful,KNGB0SDRJ,2020/2021,nil,PRINTED,ND,YES
523,25000,CERT,1,1615913360,successful,EWN1UMFQP,2020/2021,nil,PRINTED,ND,YES
524,25000,CERT,1,1615913657,failed,EF0506K2S,2020/2021,nil,UNPRINTED,ND,NIL
525,25000,CERT,1,1615983623,successful,J64Q209C5,2020/2021,nil,PRINTED,ND,YES
526,25000,CERT,1,1615923425,successful,CEM82SG0J,2020/2021,nil,UNPRINTED,ND,YES
527,25000,CERT,1,1615992517,successful,SMWAP0DJ6,2020/2021,nil,PRINTED,ND,YES
528,25000,CERT,1,1615972009,successful,STFB0WPJ8,2020/2021,nil,PRINTED,ND,YES
529,25000,CERT,1,1615972509,failed,GRET4Q7CJ,2020/2021,nil,UNPRINTED,ND,NIL
530,25000,CERT,1,1615973818,successful,2VE6W80K5,2020/2021,nil,PRINTED,ND,NIL
531,25000,CERT,1,1619768072,successful,0UWHC02EA,2020/2021,nil,PRINTED,ND,NIL
532,25000,CERT,1,1615977329,successful,EFV00J69A,2020/2021,nil,PRINTED,ND,NIL
534,25000,CERT,1,1615981115,successful,JQ529CF0H,2020/2021,nil,PRINTED,ND,YES
533,25000,CERT,1,1615977542,successful,U5PRST6GJ,2020/2021,nil,PRINTED,ND,NIL
535,25000,CERT,1,1615981650,successful,80HT6UPGQ,2020/2021,nil,PRINTED,ND,NIL
536,25000,CERT,1,1615985413,successful,V2E6FCA9U,2020/2021,nil,PRINTED,ND,NIL
537,25000,CERT,1,1615985256,successful,D9UBJKH4A,2020/2021,nil,PRINTED,ND,YES
538,25000,CERT,1,1615987846,successful,A2N8F61R9,2020/2021,nil,PRINTED,ND,NIL
539,25000,CERT,1,1616002448,successful,NJ90KGSF8,2020/2021,nil,PRINTED,ND,NIL
540,25000,CERT,1,1615996145,successful,5NADECVR4,2020/2021,nil,PRINTED,ND,YES
541,25000,CERT,1,1615997060,successful,PHJC42E0F,2020/2021,nil,PRINTED,ND,YES
542,25000,CERT,1,1616051369,successful,9BPUJW1VD,2020/2021,nil,PRINTED,ND,YES
543,25000,CERT,1,1616011906,successful,CWA5P8QFN,2020/2021,nil,PRINTED,ND,NIL
544,25000,CERT,1,1616071067,failed,DV1W79GJB,2020/2021,nil,UNPRINTED,ND,NIL
545,25000,CERT,1,1616059114,successful,C4WR0EPB1,2020/2021,nil,PRINTED,ND,YES
546,10000,TRANS,1,1616059157,failed,61FGHAR72,2020/2021,nil,UNPRINTED,ND,NIL
547,25000,CERT,1,1616060873,successful,PT7CNWFKM,2020/2021,nil,PRINTED,ND,YES
548,10000,TRANS,1,1616060342,successful,HU0DBT27M,2020/2021,nil,PRINTED,ND,NIL
549,25000,CERT,1,1616061345,successful,146QBWGUE,2020/2021,nil,PRINTED,ND,NIL
550,25000,CERT,1,1616062705,successful,D90QNT8VC,2020/2021,nil,PRINTED,ND,YES
551,25000,CERT,1,1616062613,successful,71R46HF80,2020/2021,nil,PRINTED,ND,YES
